source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url
P10301	P04049	1	1	0	1	1	0	
P53355	Q8IZJ1	1	0	0	0	0	0	
Q8IZJ1	P53355	1	1	1	1	1	0	
Q15418	P53355	1	0	1	1	0	1	
P51812	P53355	1	0	1	1	0	1	
P04049	Q02750	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1115
Q02750	P04049	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1115
P06396	P63261	1	1	0	1	1	0	
O43293	P04150	1	1	0	1	1	0	
O43293	Q96A00	1	1	0	1	1	0	
O43293	O14974	1	0	1	1	0	1	
P35222	Q9UIK4	1	0	1	1	0	1	
O43293	P10275	1	1	0	1	1	0	
Q13464	O43293	1	1	0	1	1	0	
Q96A00	P62136	1	0	1	1	0	1	
P53355	Q9Y490	1	0	1	1	0	1	
Q9Y490	P05556	1	1	0	1	1	0	
P53355	P26006	1	0	1	1	0	1	
P53355	Q8N726	1	1	0	1	1	0	
Q13485	P53355	1	1	0	1	1	0	
P84022	P53355	1	1	0	1	1	0	
P40763	P41221	1	1	0	1	1	0	
Q13315	Q14676	1	1	0	1	1	0	
Q14676	Q13315	1	1	0	0	0	0	
P04637	Q9BRQ8	1	1	0	1	1	0	
P04637	Q9NQW6	1	0	1	1	0	1	
P04637	P08183	1	1	1	1	0	1	
P04637	P62736	1	1	0	1	1	0	
P04637	Q99856	1	1	0	1	1	0	
P04637	O14514	1	1	0	1	1	0	
P04637	P25054	1	1	1	1	0	1	
Q15717	Q96EB6	1	1	0	1	1	0	
O96017	Q15717	1	1	0	1	1	0	
O00716	P14635	1	1	0	1	1	0	
O14757	P30291	1	1	1	1	1	0	
Q01094	O75530	1	1	0	1	1	0	
P41221	Q14332	1	1	1	1	1	0	
Q9UHX1	P01106	1	0	1	1	0	1	
Q9UHX1	Q96AE4	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=186574
P31749	P38936	1	1	1	1	0	1	
Q96AE4	P01106	1	1	0	1	1	0	
Q01094	P38936	1	1	0	0	0	0	
O00716	Q8N726	1	1	1	1	1	0	
Q16254	Q9HAW4	1	0	1	1	0	1	
Q14209	Q8N726	1	1	0	1	1	0	
Q01094	Q9H211	1	1	0	1	1	0	
Q01094	Q8N726	1	1	1	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40147
Q8N726	Q01094	1	0	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40147
Q14209	P12004	1	1	0	1	1	0	
O75461	P38398	1	0	1	1	0	1	
O75461	P45973	1	0	1	1	0	1	
Q9NPD8	Q9NW38	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=195821
Q9NW38	Q9NPD8	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=195821
Q9NPD8	Q9NVI1	1	1	0	1	1	0	
P61956	P29590	1	0	0	0	0	0	
P04637	P26358	1	0	1	1	0	1	
P63165	P29590	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=61790
Q9NPD8	Q9BXW9	1	1	0	1	1	0	
P04637	P00533	1	1	0	1	1	0	
P49137	P30304	1	0	1	1	0	1	
P04637	P29317	1	1	0	1	1	0	
O14757	P30305	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40048
P04637	P20800	1	1	0	1	1	0	
P49137	P30307	1	0	1	1	0	1	
P04637	P68104	1	1	0	1	1	0	
P49137	P30305	1	0	1	1	0	1	
P04637	P42858	1	1	0	1	1	0	
P04637	P07203	1	1	0	1	1	0	
P04637	Q99445	1	1	0	1	1	0	
P04637	Q00597	1	1	0	1	1	0	
P04637	P14210	1	1	0	1	1	0	
Q13315	Q8IY92	1	1	0	1	1	0	
P42224	P25445	1	1	0	1	1	0	
P42224	P38936	1	1	0	1	1	0	
Q16236	Q06830	1	1	0	1	1	0	
Q13315	P55957	1	1	0	1	1	0	
Q8NHM5	Q13162	1	1	0	1	1	0	
Q8NHM5	P15559	1	1	0	1	1	0	
Q13535	Q99708	1	1	0	1	1	0	
Q99708	Q13535	1	1	0	0	0	0	
Q13535	Q9NVI1	1	1	0	1	1	0	
Q01094	O14727	1	1	0	1	1	0	
P06493	Q01094	1	1	0	1	1	0	
Q01094	P06493	1	1	0	0	0	0	
Q14209	O75530	1	1	0	1	1	0	
P42345	O60516	1	1	1	1	1	0	
P42345	Q13542	1	1	1	1	0	1	
P49137	Q92574	1	0	1	1	0	1	
P04637	P30411	1	1	0	1	1	0	
P04637	P55957	1	1	0	1	1	0	
P41279	Q99558	1	1	0	1	1	0	
O14920	Q92574	1	0	1	1	0	1	
P04637	Q9BZR8	1	1	0	1	1	0	
P41279	P45985	1	1	0	1	1	0	
P31749	Q6R327	1	0	1	1	0	1	
Q6R327	P31749	1	1	0	0	0	0	
Q13542	P06730	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=65036
Q13541	P06730	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=60414
P42345	Q13541	1	1	1	1	0	1	
Q13541	P42345	1	1	0	0	0	0	
O60516	P06730	1	1	1	1	1	0	
P04637	O75909	1	1	0	1	1	0	
O95999	Q9Y6K9	1	1	0	1	1	0	
P04637	P55212	1	1	0	1	1	0	
P04637	Q92851	1	1	0	1	1	0	
P04637	P29466	1	1	0	1	1	0	
O14920	Q99558	1	0	0	0	0	0	
Q99558	O14920	1	1	0	1	1	0	
P04637	Q9H4X1	1	1	0	1	1	0	
P04637	O60238	1	1	0	1	1	0	
O14920	P21580	1	0	0	0	0	0	
P21580	O14920	1	0	1	0	0	0	
P04637	O15392	1	0	1	1	0	1	
Q15025	Q9Y6K9	1	1	0	1	1	0	
Q14209	Q15910	1	1	0	1	1	0	
Q16254	Q9H211	1	1	1	1	1	1	
Q01094	Q9UBU7	1	1	0	1	1	0	
P20248	Q01094	1	1	0	1	1	0	
Q01094	P20248	1	1	0	0	0	0	
Q9GZX6	Q08334	1	1	0	1	1	0	
P04637	P27701	1	1	0	1	1	0	
P01588	P19235	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9856
P19235	P01588	1	0	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9856
P04637	P30307	1	0	1	1	0	1	
P30307	P04637	1	0	0	0	0	0	
P49137	P49815	1	1	1	1	0	1	
P04637	Q96CF2	1	1	0	1	1	0	
P04637	P39060	1	1	0	1	1	0	
O60674	P40763	1	1	0	1	1	0	
P04637	O94907	1	1	0	1	1	0	
P04637	Q08345	1	1	0	1	1	0	
Q6VAB6	P41279	1	0	1	1	0	1	
O96017	P04637	1	1	1	1	1	0	
P04637	O96017	1	0	0	0	0	0	
P19838	P41279	1	0	1	1	0	1	
P41279	P19838	1	0	1	0	0	0	
P04637	P07339	1	1	0	1	1	0	
Q13315	Q15831	1	1	0	1	1	0	
P04637	Q08257	1	0	1	1	0	1	
P04637	Q9NX09	1	1	0	1	1	0	
P04637	Q9H2X6	1	0	0	0	0	0	
Q9H2X6	P04637	1	1	0	1	1	0	
P04637	P78423	1	1	0	1	1	0	
Q13315	Q9H2X6	1	1	1	1	1	1	
Q13315	Q14738	1	1	0	1	1	0	
Q13315	Q13362	1	1	0	1	1	0	
P29466	P04406	1	0	1	1	0	1	
Q9H2A7	O00574	1	1	0	1	1	0	
P29466	Q9NZH6	1	1	0	1	1	0	
P29466	P55210	1	1	0	1	1	0	
P78347	P24385	1	1	0	1	1	0	
P03952	P54619	1	1	0	1	1	0	
P29466	O95760	1	1	0	1	1	0	
P16619	P51681	1	1	0	1	1	0	
Q9Y294	Q13112	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=57262
O14798	P50591	1	0	1	0	0	0	
P50591	O14798	1	1	1	1	1	0	
O14920	O43318	1	0	0	0	0	0	
O43318	O14920	1	1	0	1	1	0	
Q15831	P54619	1	1	0	1	1	0	
Q9NVP2	Q13112	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=57264
O00220	O14763	1	1	0	1	1	0	
Q9H7Z6	P62805	1	1	0	1	1	0	
P09874	Q9Y5B9	1	1	1	1	0	1	
O00220	Q13546	1	1	0	1	1	0	
Q13546	O00220	1	0	0	0	0	0	
O14763	Q13546	1	1	0	1	1	0	
Q13546	O14763	1	0	0	0	0	0	
Q13287	P42224	1	1	0	1	1	0	
P05783	Q15628	1	0	1	1	0	1	
P01106	Q13794	1	1	1	1	0	1	
Q13315	P00519	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=25
O00220	Q15628	1	1	0	1	1	0	
O14763	Q15628	1	1	0	1	1	0	
Q12933	Q13490	1	1	0	0	0	0	
Q13490	Q12933	1	0	1	1	0	1	
P19438	Q9Y572	1	0	0	0	0	0	
Q9Y572	P19438	1	0	0	0	0	0	
P10914	Q96AZ6	1	1	0	1	1	0	
Q12933	Q9Y572	1	0	0	0	0	0	
Q9Y572	Q12933	1	0	0	0	0	0	
P78527	Q92900	1	1	1	1	1	1	
P42224	O15524	1	1	1	1	1	0	
P22301	Q13651	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4997
Q9C000	P51878	1	1	0	1	1	0	
P29466	P09038	1	1	0	1	1	0	
P29466	Q9ULZ3	1	0	1	1	0	1	
Q9ULZ3	P29466	1	1	0	0	0	0	
P57730	P29466	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=201080
P10914	P35228	1	1	0	1	1	0	
P05161	P23458	1	1	0	1	1	0	
Q5EG05	P29466	1	0	1	1	0	1	
P23458	P35568	1	1	0	1	1	0	
P35568	P23458	1	1	0	0	0	0	
P29466	P01583	1	1	0	1	1	0	
P23458	Q9Y4H2	1	1	0	1	1	0	
P29466	Q12772	1	1	0	1	1	0	
P06213	Q9Y4H2	1	1	0	1	1	0	
P15336	P08253	1	1	0	1	1	0	
Q01094	Q96A56	1	1	0	1	1	0	
P04637	P22570	1	1	0	1	1	0	
P42224	P46527	1	1	0	1	1	0	
P29466	P06733	1	0	1	1	0	1	
Q12933	Q99558	1	1	1	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=199890
Q99558	Q12933	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=199890
P00519	P42224	1	1	0	1	1	0	
Q7Z434	Q9BYX4	1	0	1	0	0	0	
Q9BYX4	Q7Z434	1	1	1	1	1	0	
P04637	Q9NQ88	1	1	0	1	1	0	
P29466	P60174	1	0	1	1	0	1	
O15350	Q96A56	1	1	0	1	1	0	
Q9HC29	Q99558	1	1	0	1	1	0	
P78527	P42575	1	1	0	1	1	0	
P00519	P11387	1	1	0	1	1	0	
Q9HB75	P78527	1	1	0	1	1	0	
P42224	P01106	1	1	1	1	0	1	
A1A5B4	P42224	1	1	0	1	1	0	
P42224	P10914	1	1	0	1	1	0	
P29466	P04075	1	0	1	1	0	1	
P19525	P42224	1	1	1	1	1	0	
Q13546	Q8IUC6	1	0	0	0	0	0	
Q8IUC6	Q13546	1	1	0	1	1	0	
Q8IUC6	Q9UHD2	1	1	0	1	1	0	
Q9UHD2	Q8IUC6	1	0	0	0	0	0	
Q14164	Q8IUC6	1	0	0	0	0	0	
Q8IUC6	Q14164	1	1	0	1	1	0	
P01579	P15260	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=728
P01574	Q14653	1	0	0	0	0	0	
Q14653	P01574	1	1	0	0	0	0	
Q92985	P01574	1	1	0	1	1	0	
Q14653	P09914	1	1	0	1	1	0	
P05161	Q14653	1	0	0	0	0	0	
Q14653	P05161	1	1	0	0	0	0	
Q14653	P13501	1	1	0	1	1	0	
P53355	P09493	1	1	0	1	1	0	
P46821	P53355	1	1	0	1	1	0	
P53355	P46821	1	1	0	1	1	0	
Q13315	Q9UQE7	1	1	0	1	1	0	
Q01094	Q9UIK4	1	1	0	1	1	0	
P01588	Q9UIK4	1	1	0	1	1	0	
O43293	P38936	1	1	0	1	1	0	
Q9Y397	P01112	1	1	0	1	1	0	
Q9Y397	P01111	1	1	0	1	1	0	
Q99612	Q9UIK4	1	1	0	1	1	0	
P01344	P11717	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=58938
P11717	P01344	1	1	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=58938
P36888	P49771	1	0	0	0	0	0	
P49771	P36888	1	1	0	1	1	0	
P10721	P21583	1	0	0	0	0	0	
P21583	P10721	1	1	0	1	1	0	
P01344	P08069	1	1	0	1	1	0	
P08069	P01344	1	0	0	0	0	0	
Q13315	Q9Y3F4	1	1	0	1	1	0	
Q96Q15	P04637	1	1	0	1	1	0	
O96017	Q9Y3F4	1	1	0	1	1	0	
O00206	P58753	1	1	0	1	1	0	
Q92831	P68431	1	1	0	1	1	0	
O00206	Q86XR7	1	1	0	1	1	0	
Q86XR7	Q8IUC6	1	1	0	1	1	0	
O43318	Q9Y4K3	1	0	0	0	0	0	
Q9Y4K3	O43318	1	1	0	1	1	0	
Q8IUC6	Q9Y4K3	1	1	0	1	1	0	
O15455	Q8IUC6	1	1	0	1	1	0	
Q99836	Q9NWZ3	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=82398
Q9NWZ3	Q99836	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=82398
Q6ZNE5	Q14457	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=103350
Q8IXJ6	Q12778	1	1	1	1	0	1	
Q12778	O95352	1	1	0	1	1	0	
Q92622	Q14457	1	0	1	1	0	1	
Q9Y2G2	P55211	1	0	1	1	0	1	
Q9Y2G2	O14727	1	0	1	1	0	1	
P50453	P29466	1	0	1	1	0	1	
P29466	Q9Y2G2	1	0	1	1	0	1	
Q9Y2G2	P29466	1	0	1	0	0	0	
O43293	P19105	1	1	0	1	1	0	
P53355	P19105	1	1	0	1	1	0	
Q13464	P19105	1	1	0	1	1	0	
P04637	P10415	1	0	1	1	0	1	
P10415	P04637	1	0	1	0	0	0	
P42345	P51397	1	1	1	1	1	1	
O15519	Q9NT62	1	0	1	1	0	1	
O43293	Q02045	1	1	0	1	1	0	
P51812	Q92934	1	0	1	1	0	1	
P42574	P20042	1	0	1	1	0	1	
P23443	P62753	1	1	0	1	1	0	
P62753	P23443	1	0	0	0	0	0	
P53355	P10415	1	0	1	1	0	1	
P06493	O15392	1	1	0	1	1	0	
P42574	P41091	1	0	1	1	0	1	
P04637	P17643	1	1	0	1	1	0	
P04406	Q15382	1	0	1	1	0	1	
P04637	O15205	1	0	1	1	0	1	
Q9Y6I4	P0C0S5	1	1	1	1	1	1	
P04637	P13611	1	1	0	1	1	0	
P04637	P11473	1	1	0	1	1	0	
P04637	O43715	1	1	0	1	1	0	
P04637	Q8IYM9	1	1	0	1	1	0	
P04637	P49815	1	1	0	1	1	0	
P04637	O94759	1	0	1	1	0	1	
P31749	Q14643	1	0	1	1	0	1	
P04406	P27695	1	1	0	1	1	0	
Q8N5S9	Q14194	1	1	0	1	1	0	
P04406	P14859	1	1	0	1	1	0	
P14859	P06899	1	1	0	1	1	0	
P23246	Q15233	1	1	0	1	1	0	
Q15233	P11387	1	1	0	1	1	0	
Q8IW19	P09874	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=74463
Q13263	Q13315	1	0	0	0	0	0	
Q13315	Q13263	1	1	1	1	0	1	
O14757	Q06609	1	1	0	1	1	0	
Q06609	O14757	1	1	0	0	0	0	
P29475	P25963	1	0	1	1	0	1	
P49841	P13807	1	0	1	1	0	1	
Q16821	P13807	1	1	0	1	1	0	
O15169	P49841	1	1	1	0	0	0	
P49841	O15169	1	1	0	1	1	0	
P48729	O60260	1	0	1	1	0	1	
Q96AV8	P08047	1	0	1	1	0	1	
O75581	P49841	1	0	1	0	0	0	
P49841	O75581	1	1	0	1	1	0	
O94782	Q9BXW9	1	1	1	1	0	1	
P45983	P63104	1	0	1	1	0	1	
P10415	Q14457	1	0	1	1	0	1	
O96017	P30304	1	0	1	1	0	1	
P53350	P30291	1	1	1	1	0	1	
Q13315	P52926	1	1	0	1	1	0	
P31749	P29474	1	1	0	1	1	0	
Q13315	P17096	1	1	0	1	1	0	
Q00535	O60260	1	1	1	1	0	1	
P48729	P35222	1	1	1	1	0	1	
P48729	P30304	1	0	1	1	0	1	
P04637	Q9NYY3	1	0	1	0	0	0	
Q9NYY3	P04637	1	0	0	0	0	0	
O14757	P04637	1	1	0	1	1	0	
P04637	O14757	1	0	0	0	0	0	
P04637	Q9UM63	1	1	0	1	1	0	
Q9UM63	P04637	1	1	0	0	0	0	
Q01094	P42574	1	1	0	1	1	0	
P04637	P11926	1	1	0	1	1	0	
P04637	P29474	1	0	1	1	0	1	
P04637	Q96FX8	1	1	0	1	1	0	
P04637	O15547	1	1	0	1	1	0	
P37231	Q9NQR1	1	1	0	1	1	0	
P04637	P08253	1	1	0	1	1	0	
Q01094	Q01831	1	1	0	1	1	0	
P04637	P08581	1	1	0	1	1	0	
P04637	Q9NPP4	1	1	0	1	1	0	
P04637	Q92597	1	1	0	1	1	0	
P31314	P00352	1	1	0	1	1	0	
Q13535	Q01094	1	1	0	1	1	0	
P27348	Q01094	1	1	0	1	1	0	
Q01094	P27348	1	1	0	1	1	0	
Q01094	Q92466	1	1	0	1	1	0	
Q92466	Q01094	1	1	0	0	0	0	
Q13315	Q00987	1	1	1	1	0	1	
Q92841	P03372	1	1	0	1	1	0	
Q92841	Q00987	1	1	0	1	1	0	
P04637	P06400	1	1	0	1	1	0	
P04637	Q92696	1	1	0	1	1	0	
P04637	Q9ULZ3	1	1	0	1	1	0	
P04637	Q05397	1	0	1	0	0	0	
Q05397	P04637	1	0	0	0	0	0	
P04637	P60484	1	1	0	1	1	0	
P04637	Q9Y478	1	1	0	1	1	0	
O00141	O43524	1	1	1	1	0	1	
P04637	O75626	1	1	0	1	1	0	
P04637	Q5JR12	1	1	0	1	1	0	
P31749	Q12778	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=87785
P04637	P29590	1	1	0	0	0	0	
P29590	P04637	1	0	0	0	0	0	
P04637	Q9H4B4	1	1	0	0	0	0	
Q9H4B4	P04637	1	1	0	1	1	0	
Q01094	P14635	1	1	0	1	1	0	
Q01094	P55210	1	1	1	1	1	0	
P04637	P05121	1	1	0	1	1	0	
P04637	P36952	1	1	0	1	1	0	
P04637	P31947	1	1	0	1	1	0	
P04637	Q9Y6P5	1	1	0	1	1	0	
P04637	Q71UM5	1	1	0	1	1	0	
P04637	Q8NHY2	1	1	0	1	1	0	
Q8NHY2	P04637	1	0	1	0	0	0	
P04637	Q6AZY7	1	0	0	0	0	0	
P04637	P29034	1	1	0	1	1	0	
P04637	Q9NY72	1	1	0	1	1	0	
P04637	O00767	1	0	1	1	0	1	
O15350	P04637	1	0	1	0	0	0	
P04637	O15350	1	1	0	1	1	0	
P04637	Q9H3D4	1	1	0	0	0	0	
Q9H3D4	P04637	1	0	0	0	0	0	
P14635	P30307	1	0	0	0	0	0	
P30307	P14635	1	1	0	0	0	0	
P24385	P49841	1	0	0	0	0	0	
P49841	P24385	1	1	1	1	0	1	
P04637	Q658P3	1	1	0	1	1	0	
P04637	Q96QD8	1	0	1	1	0	1	
P04637	O60880	1	1	0	1	1	0	
P04637	O14798	1	1	0	1	1	0	
P04637	O00220	1	1	0	1	1	0	
P04637	P01135	1	1	0	1	1	0	
P04637	Q03518	1	1	0	1	1	0	
O15169	P01106	1	1	0	1	1	0	
P01106	P49841	1	0	0	0	0	0	
P49841	P01106	1	1	1	1	0	1	
O14920	Q9Y6K9	1	1	1	1	1	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44895
Q9Y6K9	O14920	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44895
O14757	P30304	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40047
O75582	P0C0S5	1	0	1	1	0	1	
P21675	O43521	1	1	0	1	1	0	
Q92793	P0C7U1	1	1	0	1	1	0	
O95251	P62805	1	1	0	1	1	0	
O95251	P68431	1	1	0	1	1	0	
P55212	Q14790	1	1	0	0	0	0	
Q14790	P55212	1	1	0	1	1	0	
Q9UKN8	P68431	1	1	0	1	1	0	
Q9H9T3	P68431	1	0	0	0	0	0	
Q15788	P62805	1	1	0	1	1	0	
Q15788	P68431	1	1	0	1	1	0	
P06493	P67870	1	1	0	1	1	0	
Q00987	Q8N9B5	1	1	1	1	0	1	
Q9Y6Q9	P68431	1	1	0	1	1	0	
Q92630	P04637	1	1	0	1	1	0	
Q9UHD2	Q92985	1	1	0	1	1	0	
Q01196	P46695	1	1	0	1	1	0	
Q7Z434	Q9UHD2	1	1	1	1	1	0	
Q9UHD2	Q7Z434	1	0	0	0	0	0	
Q15596	P68431	1	1	0	1	1	0	
Q9Y6Q9	P62805	1	1	0	1	1	0	
O60602	Q99836	1	1	0	1	1	0	
Q7LBC6	P68431	1	0	0	0	0	0	
O43353	O95999	1	1	0	1	1	0	
Q9Y4C1	P68431	1	1	0	1	1	0	
O15516	P68431	1	1	0	1	1	0	
Q15596	P62805	1	1	0	1	1	0	
Q6B0I6	P68431	1	0	0	0	0	0	
Q9H3R0	P68431	1	0	0	0	0	0	
O94953	P68431	1	0	1	1	0	1	
O75164	O43521	1	0	1	1	0	1	
Q13535	Q6PCD5	1	1	0	1	1	0	
O00220	Q13158	1	1	0	1	1	0	
Q16611	O95831	1	1	0	1	1	0	
P04637	Q16665	1	1	0	0	0	0	
Q16665	P04637	1	1	0	1	1	0	
P04637	P67870	1	0	1	0	0	0	
P67870	P04637	1	1	0	1	1	0	
P00519	O00401	1	1	0	1	1	0	
Q96GX9	O14727	1	0	1	1	0	1	
Q5FWF5	O60341	1	1	0	1	1	0	
P21580	Q9Y6K9	1	0	1	1	0	1	
P00519	Q96MU7	1	1	1	1	0	1	
P29466	P01584	1	1	1	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=88
P00519	Q969W1	1	1	0	1	1	0	
Q01831	Q16531	1	1	0	1	1	0	
P29466	Q14116	1	1	0	1	1	0	
Q5FWF5	O60216	1	1	0	1	1	0	
P42684	O00401	1	1	0	1	1	0	
P00519	Q14191	1	1	1	1	0	1	
P04632	P17655	1	1	0	1	1	0	
P13010	Q92466	1	1	0	1	1	0	
Q99570	Q8NEB9	1	1	0	1	1	0	
Q9UMN6	Q01201	1	1	0	1	1	0	
Q9UMN6	P68431	1	1	0	1	1	0	
Q86X55	Q01201	1	1	0	1	1	0	
P55957	Q16611	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=63632
P55957	Q07812	1	1	0	1	1	0	
Q13315	P53350	1	0	1	1	0	1	
Q9NR28	P98170	1	1	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44971
Q96LA8	P07996	1	0	1	1	0	1	
P30291	P63208	1	1	0	0	0	0	
Q96LA8	P17096	1	0	0	0	0	0	
Q13535	P53350	1	0	1	1	0	1	
P06493	P30291	1	1	1	0	0	0	
P30291	P06493	1	0	1	1	0	1	
Q4FZB7	P62805	1	1	1	1	0	1	
P13010	Q8WXE1	1	1	0	1	1	0	
Q03164	Q01201	1	1	0	1	1	0	
P13010	P78527	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=76096
P78527	P13010	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=76096
P35813	P54619	1	0	1	1	0	1	
Q9UIS9	Q15047	1	1	0	1	1	0	
P49137	P04792	1	1	1	1	0	1	
Q01094	Q14526	1	1	0	1	1	0	
Q14526	Q01094	1	0	1	0	0	0	
P51532	Q14526	1	1	0	1	1	0	
O76064	Q8IYW5	1	1	0	1	1	0	
O14543	Q9Y4K3	1	0	1	1	0	1	
O14543	Q9UQF2	1	0	1	1	0	1	
P27361	P36507	1	1	1	0	0	0	
P36507	P27361	1	1	0	1	1	0	
P45983	Q96LC9	1	1	0	1	1	0	
P35568	P45983	1	1	1	0	0	0	
P45983	P35568	1	1	1	1	0	1	
P45983	Q9UQF2	1	0	0	0	0	0	
Q9UQF2	P45983	1	1	1	0	0	0	
P51878	Q14116	1	1	0	1	1	0	
P51878	P01584	1	1	0	1	1	0	
P45983	Q07812	1	1	0	1	1	0	
P28482	Q02750	1	1	1	0	0	0	
Q02750	P28482	1	1	0	1	1	0	
P31749	Q86TI0	1	0	1	1	0	1	
O60343	P31749	1	0	0	0	0	0	
P31749	O60343	1	0	1	1	0	1	
O15297	Q13315	1	0	1	1	0	1	
P09874	P18887	1	1	0	1	1	0	
P09874	Q7Z2E3	1	1	0	1	1	0	
P07900	Q9NRG4	1	1	0	1	1	0	
Q9NRG4	P04637	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=187161
O15047	O43521	1	1	0	1	1	0	
Q07325	P49682	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10491
Q9BYW2	P68431	1	1	0	1	1	0	
P13501	P51681	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10461
Q96L73	P68431	1	0	0	0	0	0	
P80075	P51681	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10452
Q9NRG4	P68431	1	1	0	1	1	0	
P13236	P51681	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10451
P05231	P40189	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=725
Q96T68	P68431	1	1	1	1	1	1	
Q7Z434	O14920	1	1	0	1	1	0	
Q8IZD2	P68431	1	1	0	1	1	0	
P09874	Q02539	1	1	1	1	1	0	
Q9H6W3	Q8TDD2	1	0	1	1	0	1	
Q14318	Q07817	1	1	0	1	1	0	
Q14318	P10415	1	1	1	1	0	1	
P04637	O94761	1	0	1	1	0	1	
P01106	Q8IUF8	1	1	0	1	1	0	
P49840	P20749	1	1	1	1	0	1	
Q13363	P41970	1	0	1	1	0	1	
Q8WTS6	P68431	1	1	0	1	1	0	
O15297	O96017	1	1	1	1	0	1	
Q13029	P68431	1	0	1	1	0	1	
Q8TEK3	P68431	1	1	0	1	1	0	
Q9NQR1	P62805	1	0	1	1	0	1	
Q9NR28	Q13490	1	1	1	1	0	1	
Q676U5	Q00610	1	1	0	1	1	0	
Q13489	Q9NR28	1	0	1	0	0	0	
Q9NR28	Q13489	1	1	1	1	0	1	
P42574	Q86TL0	1	1	0	1	1	0	
Q13158	Q9H1Y0	1	1	0	1	1	0	
Q86TL0	Q9H0R8	1	1	0	1	1	0	
O15392	Q9NR28	1	0	1	0	0	0	
Q9NR28	O15392	1	0	1	1	0	1	
Q13158	Q13546	1	1	0	1	1	0	
Q13546	Q13158	1	1	0	0	0	0	
P18146	Q92547	1	1	0	1	1	0	
Q01094	O15297	1	1	0	1	1	0	
Q01094	Q99683	1	1	0	1	1	0	
